,Buttonville A,Hamilton A,Kingsville Moe,North Bay A,Orillia,Oshawa WPCP,Ottawa CDA,Sault St Marie A,Sudbury A,Tillonburg WWTP,Trent U,Wiarton A,Windsor A,Wroxeter
1993-03-15,1.6,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,3.2,4.2,0.5006855860532808,5.4
1993-03-16,2.4,5.8,11.0,1.801619428881636,1.0,1.0,16.5,7.4,1.9603687609781464,26.3,8.0,15.2,7.799999999999999,9.000000000000002
1993-03-17,0.3999999999999999,2.0,0.0,0.10000248480696339,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.8000000000000003,0.20000000000000018,4.440892098500626e-16
1993-03-18,0.0,0.0,0.0,0.001043948512486903,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-03-19,0.0,0.0,5.6,0.0,5.0,1.0,0.0,0.0,-4.440892098500626e-16,2.6,0.0,0.20000000000000018,0.8,4.8
1993-03-20,5.3,6.4,1.4,3.070281932810458,4.5,7.0,9.4,0.8,2.0882121440676937,3.7,6.0,6.0,6.6,4.440892098500626e-16
1993-03-21,0.20000000000000018,0.0,0.0,2.608713904551308,0.20000000000000018,0.0,2.4,1.3,0.20000000000000018,0.0,0.0,1.9,0.0,4.440892098500626e-16
1993-03-22,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.053085688780762474,0.0,0.0,0.0,1.7835589705170274,4.440892098500626e-16
1993-03-23,0.0,3.6,3.6,0.0,0.0,2.0,0.0,0.0,-4.440892098500626e-16,5.2,0.0,0.7234477585866479,2.3502913108760897,4.440892098500626e-16
1993-03-24,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.2569535672252141,2.2006164751001154,4.440892098500626e-16
1993-03-25,0.0,0.0,0.0,0.001043948512486903,0.0,0.0,0.0,0.0,0.000250180029734981,0.0,0.0,0.0013102322612712491,0.001293771092135465,4.440892098500626e-16
1993-03-26,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.20302298977369304,2.707036224817907,4.440892098500626e-16
1993-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,1.2,0.0,0.0,0.46185809749849405,4.440892098500626e-16
1993-03-28,0.0,0.3999999999999999,0.0,0.0,0.0,0.5,0.0,0.0,-4.440892098500626e-16,2.4,0.3999999999999999,0.0,1.2,4.440892098500626e-16
1993-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.001293771092135465,4.440892098500626e-16
1993-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.001293771092135465,4.440892098500626e-16
1993-03-31,0.0,1.2,19.3,0.3999999999999999,3.4,2.6,7.0,0.20000000000000018,1.8,14.8,5.0,0.0,10.10441160764872,4.440892098500626e-16
1993-04-01,15.100000000000001,25.4,3.6,6.5594811203547945,14.0,12.600000000000001,16.999999999999996,0.0,0.6000000000000001,4.5,10.8,22.7,16.6,5.2
1993-04-02,5.6,0.5,0.0,1.4,3.0,2.2,0.0,6.6,1.4,0.0,4.5,7.4,0.6000000000000001,4.440892098500626e-16
1993-04-03,0.20000000000000018,0.3999999999999999,0.0,4.2,1.5,0.0,0.5999999999999999,0.0,0.8,0.0,2.4,1.2,0.0,4.440892098500626e-16
1993-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0013102322612712491,0.0,4.440892098500626e-16
1993-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-04-08,0.0,0.0,3.0,0.0,1.9215356480159322,0.20000000000000018,0.20000000000000018,10.3,0.3999999999999999,0.8,0.20000000000000018,0.0,6.0,4.440892098500626e-16
1993-04-09,6.5,2.7,18.0,13.989158211592652,13.574272525495452,10.2,1.8,10.4,15.0,14.8,3.6,16.350340635523537,14.0,12.5
1993-04-10,6.2,6.3,0.0,4.439209020522373,2.3593786874188303,4.0,28.7,0.0,-4.440892098500626e-16,0.3999999999999999,2.3,0.0,0.0,4.440892098500626e-16
1993-04-11,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,3.8,4.440892098500626e-16
1993-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-04-14,0.0,0.20000000000000018,3.0,0.0,0.20000000000000018,0.0,0.0,0.0,-4.440892098500626e-16,1.0,0.0,0.27455742687035967,0.8,4.440892098500626e-16
1993-04-15,0.8,7.4,8.5,5.029269492466734,5.2,1.2000000000000002,0.0,25.2,6.525355093227662,7.0,0.7,3.4278990683139883,3.1265802439422035,5.800000000000001
1993-04-16,0.0,2.0,0.0,2.8,0.0,1.2000000000000002,5.9,11.0,2.6,0.0,3.2,1.4,0.8,4.440892098500626e-16
1993-04-17,1.0,0.0,6.0,0.8000000000000003,0.3999999999999999,0.6000000000000001,4.2,0.6000000000000001,-4.440892098500626e-16,0.0,1.1,0.3999999999999999,0.3999999999999999,4.440892098500626e-16
1993-04-18,0.0,0.2999999999999998,0.0,7.0,0.0,0.0,0.8,0.8,6.4,0.0,1.4,0.8000000000000003,0.0,4.440892098500626e-16
1993-04-19,7.5,9.0,10.3,0.0,28.6,11.600000000000001,2.7,0.0,-4.440892098500626e-16,21.8,12.1,8.4,15.4,25.4
1993-04-20,24.6,11.0,5.2,6.52736929472924,8.0,13.0,25.0,1.8,4.40860823545707,7.200000000000001,9.9,24.2,4.2,2.8
1993-04-21,0.8,3.3,0.0,0.0,0.0,2.0,3.8,0.0,-4.440892098500626e-16,1.2,0.6000000000000001,0.0,0.0,4.440892098500626e-16
1993-04-22,0.0,0.0,0.0,0.0,0.0,0.0,22.4,0.0,2.1389923886404416,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-04-23,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-04-24,5.799999999999999,1.0,19.8,20.726759448438788,7.0,4.8,3.0,17.8,18.6,8.7,4.9,4.4,1.0,14.999999999999998
1993-04-25,19.6,11.8,1.1,0.20000000000000018,0.0,19.0,17.1,0.0,-4.440892098500626e-16,14.0,10.0,0.0,15.200000000000001,5.800000000000001
1993-04-26,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.399999999999999,-4.440892098500626e-16,0.20000000000000018,0.0,0.0,0.0,4.440892098500626e-16
1993-04-28,0.0,0.0,0.7,1.2,0.0,0.0,0.0,8.4,5.0,0.0,0.0,0.3999999999999999,0.0,4.440892098500626e-16
1993-04-29,0.0,0.5,5.0,7.0,2.2,9.2,0.5999999999999999,0.8,7.2,7.0,2.7,2.4520521719816735,3.4748778413004384,1.6
1993-04-30,4.0,4.2,0.20000000000000018,7.779656404753915,0.0,0.0,1.1,0.3999999999999999,9.4,0.0,0.0,2.536712889722251,0.0,4.440892098500626e-16
1993-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-05-03,0.0,0.0,1.2,1.0000000000000002,0.20000000000000018,0.0,0.0,23.4,6.6,0.8,0.0,0.0,0.6000000000000001,3.0
1993-05-04,3.8,2.8,16.2,2.4,4.8,4.0,0.20000000000000018,11.2,4.4,1.6,6.700000000000001,1.9154472761317112,26.6,5.2
1993-05-05,5.4,1.4,1.4,8.2,25.4,1.4,7.200000000000001,0.8,8.8,10.6,0.0,1.2,2.6,4.440892098500626e-16
1993-05-06,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0013102322612712491,0.0,4.440892098500626e-16
1993-05-12,0.0,0.0,0.0,0.20000000000000018,0.0,0.0,1.0,0.0,0.20000000000000018,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-05-14,4.2,6.3,0.6000000000000001,8.2,4.0,5.8,5.3,1.6,1.590803208006828,7.4,5.6,2.466756880827805,0.20000000000000018,10.6
1993-05-15,1.5,2.6,0.6000000000000001,3.0,4.0,0.8,3.3,9.6,9.6,0.0,0.0,3.7584086097511857,0.0,4.440892098500626e-16
1993-05-16,0.0,0.0,1.0,0.18360806325185086,1.4,0.0,0.0,0.0,0.13152755197872068,0.0,0.0,0.0,0.20000000000000018,4.440892098500626e-16
1993-05-17,0.0,0.5999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,2.4,0.25027967607085255,4.440892098500626e-16
1993-05-18,2.0,0.0,1.0,4.005569184828883,5.6,0.0,0.0,7.6,5.0,3.9,0.6000000000000001,3.1,2.8,6.2
1993-05-19,1.1,5.0,2.0,4.4,0.3999999999999999,1.0,1.0,0.0,4.2,0.2999999999999998,1.5,0.3999999999999999,0.0,4.440892098500626e-16
1993-05-20,0.0,0.0,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-05-21,7.6,1.5,0.8999999999999999,0.5183793179891905,0.0,0.3999999999999999,0.0,0.0,3.2,4.2,0.5,0.0,0.0,4.440892098500626e-16
1993-05-22,0.0,0.0,0.5000000000000002,0.0,0.0,0.20000000000000018,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-05-23,3.6,0.5999999999999999,10.5,7.200000000000001,13.4,7.4,13.5,16.9,16.6,6.2,19.7,17.01475461463501,2.6,9.000000000000002
1993-05-24,2.8,8.8,3.2,17.2,11.8,0.3999999999999999,20.2,3.8,14.2,3.4,1.8,5.6,1.0,4.0
1993-05-25,0.0,1.2,0.5000000000000002,8.0,0.3999999999999999,0.0,2.2,0.3999999999999999,0.8,0.0,0.0,2.2,0.0,4.440892098500626e-16
1993-05-26,0.20000000000000018,0.20000000000000018,0.0,3.2,0.0,0.0,0.20000000000000018,0.20000000000000018,2.6,0.0,1.6,2.0664351458399497,0.0,4.440892098500626e-16
1993-05-27,1.8,1.0,6.0,6.4,5.8,2.4,2.4,19.8,7.8,2.0,6.299999999999999,1.6,0.3999999999999999,5.0
1993-05-28,0.3999999999999999,0.0,0.0,7.0,0.0,0.0,1.7,1.0,2.6,0.0,0.0,2.6,0.0,4.440892098500626e-16
1993-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0013102322612712491,0.0,4.440892098500626e-16
1993-05-30,0.0,0.0,7.8,9.799999999999999,22.6,9.6,0.3999999999999999,21.2,9.2,17.2,15.9,7.0,4.2,15.199999999999998
1993-05-31,15.599999999999998,18.2,0.0,15.321767473749889,6.4,3.6,24.9,2.0,15.8,1.3,5.6,12.2,5.469000257632468,5.4
1993-06-01,1.8,0.3999999999999999,0.0,1.6322950850850582,0.0,0.20000000000000018,8.7,0.0,0.3999999999999999,0.0,0.7,8.6,0.3999999999999999,4.440892098500626e-16
1993-06-02,0.0,0.0,0.6000000000000001,0.3999999999999999,0.0,0.0,0.20000000000000018,0.0,-4.440892098500626e-16,0.0,0.0,0.20000000000000018,0.07621129927459958,4.440892098500626e-16
1993-06-03,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.6000000000000001,4.440892098500626e-16
1993-06-04,0.0,0.0,15.0,0.0,1.6,0.3999999999999999,0.0,0.0,1.6379809982865907,19.4,0.0,0.0,10.2,4.440892098500626e-16
1993-06-05,8.0,14.0,1.0,0.0,7.6,16.0,6.2,0.0,-4.440892098500626e-16,4.7,17.1,0.8000000000000003,1.2,5.0
1993-06-06,0.0,0.0,2.5,1.1088339913030094,3.6,4.0,0.0,0.20000000000000018,-4.440892098500626e-16,1.6,0.20000000000000018,3.2,0.0,5.2
1993-06-07,2.2,4.6,30.0,0.0,0.0,0.0,0.0,1.4,-4.440892098500626e-16,0.0,0.0,3.2,2.4737501975740495,1.2000000000000002
1993-06-08,16.1,11.900000000000002,7.2,2.2,17.2,11.2,0.0,17.8,6.500307817444944,9.499999999999998,9.0,18.02449681317104,6.900780200989667,26.200000000000003
1993-06-09,34.0,19.1,2.4,2.2,1.6,17.2,6.2,11.6,6.4,1.6,1.9,4.0,0.3999999999999999,4.440892098500626e-16
1993-06-10,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.20000000000000018,0.0,0.0,0.25666846567986124,0.0,4.440892098500626e-16
1993-06-11,0.0,0.0,0.0,0.001043948512486903,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0013102322612712491,0.0,4.440892098500626e-16
1993-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0013102322612712491,0.0,4.440892098500626e-16
1993-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.001293771092135465,4.440892098500626e-16
1993-06-14,0.8,2.1,8.6,10.100943231734165,2.2,3.8,16.199999999999996,11.6,3.2,4.8,2.3,27.599999999999998,4.66449123104058,10.6
1993-06-15,0.0,0.8,0.0,0.3999999999999999,0.0,0.0,10.399999999999999,2.0,0.3999999999999999,0.0,0.7,0.0,0.0,4.440892098500626e-16
1993-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-06-17,0.0,0.0,0.0,5.570406664376879,1.6,0.0,0.0,19.2,9.2,0.0,0.0,4.119839644070841,0.0,4.440892098500626e-16
1993-06-18,0.0,6.199999999999999,12.399999999999999,11.2,2.4,0.3999999999999999,8.3,0.0,15.901703360123266,3.6,9.1,4.551581857563025,0.0,4.440892098500626e-16
1993-06-19,5.799999999999999,7.8,0.0,0.0,3.6,7.2,0.0,0.0,-4.440892098500626e-16,4.4,2.5,2.7458271288781613,3.103426591254288,20.8
1993-06-20,26.0,16.4,18.1,16.337396346485253,28.0,23.3,10.3,2.4,14.327071085012054,16.1,22.1,17.682920032025798,6.200000000000001,31.6
1993-06-21,26.5,37.0,0.0,0.0,12.8,17.6,8.0,0.0,1.0,0.0,11.4,4.820812765347772,0.0,7.199999999999999
1993-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.2999999999999998,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,-4.440892098500626e-16,0.0,0.0,0.0,0.1906527088082206,4.440892098500626e-16
1993-06-25,14.0,27.6,6.4,9.091488363493587,33.8,27.0,11.1,15.8,2.4,35.1,26.6,7.0,22.62084184284083,19.0
1993-06-26,4.2,2.0,0.8,0.0,0.0,0.0,0.0,3.8,2.0,0.3999999999999999,0.0,0.3999999999999999,1.8,4.440892098500626e-16
1993-06-27,19.0,0.5999999999999999,5.0,0.20000000000000018,0.0,4.0,4.8,1.0,-4.440892098500626e-16,6.0,0.0,0.9999999999999998,0.0,4.440892098500626e-16
1993-06-28,0.0,2.0,3.0,0.3999999999999999,0.0,0.0,2.0,0.0,-4.440892098500626e-16,2.0,0.0,0.0,6.0,4.440892098500626e-16
1993-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-07-01,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.8,4.440892098500626e-16
1993-07-02,0.0,0.0,0.0,1.8605292450389,1.8,0.20000000000000018,0.0,0.0,5.0,0.0,0.0,0.0,0.20000000000000018,4.440892098500626e-16
1993-07-03,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.8991958996232627,4.440892098500626e-16
1993-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,0.6000000000000001,0.0,0.0,0.04787082643401064,0.014871139487729668,4.440892098500626e-16
1993-07-05,0.0,0.0,0.0,3.4423480369070005,0.0,0.0,0.0,25.4,-4.440892098500626e-16,0.0,0.0,2.4224197807055114,2.81985814727621,4.440892098500626e-16
1993-07-06,6.6,0.0,0.0,6.763452151389837,2.0,0.3999999999999999,0.20000000000000018,4.2,9.2,0.0,1.7,0.0,0.8,4.440892098500626e-16
1993-07-07,0.0,0.0,0.0,0.0,8.8,0.0,0.2999999999999998,0.0,-4.440892098500626e-16,0.6000000000000001,0.0,0.0,0.6088352024953836,4.440892098500626e-16
1993-07-08,0.0,0.0,7.0,0.24737807198379747,0.2999999999999998,0.0,0.0,0.20000000000000018,-4.440892098500626e-16,0.3999999999999999,2.8,0.2287472076453576,1.6,3.8
1993-07-09,14.900000000000002,0.5999999999999999,0.3999999999999999,0.8000000000000003,10.0,1.9,4.2,27.8,17.6,0.0,10.0,4.2,10.2,2.2
1993-07-10,0.0,0.0,0.0,0.001043948512486903,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-07-11,3.2,12.600000000000001,13.8,1.8,20.6,0.0,1.9,7.0,1.6,4.3,0.5,16.8,2.682869176084969,18.0
1993-07-12,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-07-13,0.0,0.0,5.0,0.22085494639745473,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-07-14,1.4,2.4,0.3999999999999999,1.0000000000000002,2.0,0.3999999999999999,0.5999999999999999,2.2,1.4,4.6,0.8999999999999999,0.957235530762228,8.8,3.0
1993-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-07-18,0.0,1.0,1.0,0.0,8.2,19.5,0.0,2.6,-4.440892098500626e-16,2.0,21.9,2.8,1.4,21.0
1993-07-19,21.2,6.8,0.0,0.0,0.0,0.3999999999999999,0.0,0.0,-4.440892098500626e-16,0.0,2.8,2.6,1.6862669154742043,4.440892098500626e-16
1993-07-20,0.0,0.0,0.0,2.2,0.0,0.0,3.0,0.0,0.20000000000000018,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-07-21,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-07-24,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-07-25,0.0,0.5999999999999999,0.8,0.0,1.8,0.0,0.0,1.8,0.20000000000000018,3.8,0.0,0.0,13.4,4.0
1993-07-26,8.8,3.1,0.0,2.6,3.0,7.2,24.8,12.3,3.3007811095762696,1.2,0.5,2.230787125402335,1.8,4.440892098500626e-16
1993-07-27,0.0,0.0,2.0,0.23638607330944827,0.0,0.0,3.7,0.0,-4.440892098500626e-16,3.3,0.0,0.20000000000000018,0.0,4.440892098500626e-16
1993-07-28,0.0,1.4,5.2,4.8,0.0,0.0,6.0,10.4,3.0,3.4,4.6,0.0,0.3999999999999999,4.440892098500626e-16
1993-07-29,4.0,0.8,10.0,0.8000000000000003,12.6,12.2,0.7,2.8,8.2,10.5,4.4,2.8083078793072813,11.2,10.0
1993-07-30,9.2,0.2999999999999998,0.0,0.9653777059223374,1.8,6.2,0.0,0.0,1.6,0.0,1.2,1.8099934205744679,0.0,4.440892098500626e-16
1993-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0013102322612712491,0.0,4.440892098500626e-16
1993-08-01,1.4,0.2999999999999998,0.0,0.20000000000000018,0.3999999999999999,3.2,4.7,11.9,16.0,1.1,2.5,6.8,0.0,4.440892098500626e-16
1993-08-02,0.0,0.20000000000000018,0.0,9.2,3.4,0.8,3.2,3.8,7.8,0.0,13.3,2.6525396523834206,0.0,4.440892098500626e-16
1993-08-03,1.0,0.0,3.0,9.6,1.0,0.3999999999999999,4.4,10.4,5.2,0.0,5.6,5.4,0.6000000000000001,5.0
1993-08-04,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-08-05,0.0,0.0,0.0,0.3999999999999999,0.3999999999999999,0.0,0.0,0.0,0.14523720338202262,0.0,0.20000000000000018,0.0,0.0,4.440892098500626e-16
1993-08-06,0.8,9.399999999999999,2.0,0.0,12.0,4.6,0.0,2.9,-4.440892098500626e-16,1.4,15.0,0.0,0.6000000000000001,4.440892098500626e-16
1993-08-07,6.4,16.7,0.3999999999999999,0.0,2.2,4.4,0.0,0.0,-4.440892098500626e-16,0.3999999999999999,4.9,0.0,0.0,4.440892098500626e-16
1993-08-08,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-08-09,0.0,0.0,0.0,0.0,0.8000000000000003,0.0,0.0,4.8,-4.440892098500626e-16,0.0,0.0,0.0,0.0,1.6
1993-08-10,0.20000000000000018,0.20000000000000018,4.0,1.6,37.4,0.8,0.3999999999999999,0.0,0.8,1.5,0.0,0.6000000000000001,5.6,4.440892098500626e-16
1993-08-11,0.20000000000000018,1.6,0.0,7.4,0.0,0.0,2.6,0.0,-4.440892098500626e-16,0.0,3.4,0.0,0.20000000000000018,4.440892098500626e-16
1993-08-12,0.0,0.0,0.0,0.08417637290185676,0.0,0.0,0.0,0.0,0.046963748598101596,0.0,3.5,0.0,0.0,4.440892098500626e-16
1993-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.001293771092135465,4.440892098500626e-16
1993-08-14,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,0.0,0.0,-4.440892098500626e-16,0.0,1.6,0.013072414594774706,0.0,4.440892098500626e-16
1993-08-15,6.4,1.9,2.3,0.0,20.8,8.6,0.0,6.6,2.618404719130962,3.8,1.5,4.969166257326833,0.6000000000000001,4.440892098500626e-16
1993-08-16,11.400000000000002,1.7,0.0,0.7886897424010093,0.0,0.20000000000000018,0.0,0.0,-4.440892098500626e-16,3.0,0.0,1.664739661280386,8.2,4.440892098500626e-16
1993-08-17,0.3999999999999999,0.0,0.0,0.0,0.8000000000000003,0.3999999999999999,0.0,0.0,-4.440892098500626e-16,0.0,11.6,0.086200826627012,0.0,4.440892098500626e-16
1993-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-08-19,0.0,0.0,1.0,0.0,0.6000000000000001,2.2,0.0,0.0,-4.440892098500626e-16,4.2,6.800000000000001,0.31053251122555503,0.36293844418637944,4.440892098500626e-16
1993-08-20,8.6,3.8,0.0,1.2,0.6000000000000001,5.7,3.7,1.4,0.3999999999999999,0.0,2.8,1.6030657695277566,0.0,4.440892098500626e-16
1993-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-08-23,0.3999999999999999,0.3999999999999999,2.8,0.0,0.0,0.20000000000000018,5.5,11.2,1.6,0.0,0.0,0.6000000000000001,6.6,2.4
1993-08-24,0.3999999999999999,0.2999999999999998,0.0,10.2,1.8,0.6000000000000001,4.3,0.0,8.234876541711602,0.0,1.2,2.6525396523834206,4.8,4.440892098500626e-16
1993-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000250180029734981,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0,4.440892098500626e-16
1993-08-27,3.8,4.5,0.0,3.6,11.0,15.799999999999997,10.199999999999998,4.4,4.6,5.6,11.7,2.991314796413567,0.0,22.4
1993-08-28,0.20000000000000018,0.7,0.0,0.03186736168019966,0.0,0.0,0.0,0.0,-4.440892098500626e-16,0.3999999999999999,0.0,0.0,0.0,4.440892098500626e-16
1993-08-29,0.0,6.4,4.6,0.0,0.0,0.0,0.0,0.0,-4.440892098500626e-16,4.4,0.0,0.0,9.0,4.440892098500626e-16
