UnderlyingSymbol,UnderlyingPrice,Flags,OptionSymbol,Type,Expiration, DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest,IVMean,IVBid,IVAsk,Delta,Gamma,Theta,Vega,AKA
SPX,2016.52,*,SPX160415P02225000,put,April-15-16,January-05-16,2225,0,215.3,218.5,0,0,0,0.0594,0,0.0765,-0.9946,0,-0.0988,0.018,SPX160415P02225000
SPX,2016.52,*,SPX160415C02240000,call,April-15-16,January-05-16,2240,0,1.05,1.7,0,0,0,0.1106,0.1059,0.1153,0.0307,0.0006,-0.0374,0.733,SPX160415C02240000
SPX,2016.52,*,SPX160415P02240000,put,April-15-16,January-05-16,2240,0,229.8,232.8,0,0,0,0.029,0,0,-0.9951,0,-0.0983,0,SPX160415P02240000
SPX,2016.52,*,SPX160415C02250000,call,April-15-16,January-05-16,2250,1,0.75,1.05,272,743,709,0.1068,0.1041,0.1095,0.0218,0.0005,-0.0271,0.5497,SPX160415C02250000
SPX,2016.52,*,SPX160415P02250000,put,April-15-16,January-05-16,2250,0,239.4,243.2,0,0,0,0.0055,0,0,-0.9951,0,-0.0983,0,SPX160415P02250000
SPX,2016.52,*,SPX160415C02275000,call,April-15-16,January-05-16,2275,0.5,0.2,0.5,0,25,25,0.101,0.0952,0.1068,0.0095,0.0002,-0.0126,0.2688,SPX160415C02275000
SPX,2016.52,*,SPX160415P02275000,put,April-15-16,January-05-16,2275,222.85,263.6,267.4,0,1,1,0.0055,0,0,-0.9951,0,-0.0983,0,SPX160415P02275000
SPX,2016.52,*,SPX160415C02300000,call,April-15-16,January-05-16,2300,1.1,0,0.6,0,6,6,0.1059,0,0.1174,0.0075,0.0002,-0.0108,0.2193,SPX160415C02300000
SPX,2016.52,*,SPX160415P02300000,put,April-15-16,January-05-16,2300,288.85,288.3,292.1,1,1,1,0.0055,0,0,-0.9951,0,-0.0983,0,SPX160415P02300000
SPX,2016.52,*,SPX160415C02325000,call,April-15-16,January-05-16,2325,0.25,0.15,0.45,0,4,4,0.1135,0.1067,0.1203,0.0072,0.0002,-0.0112,0.2113,SPX160415C02325000
SPX,2016.52,*,SPX160415P02325000,put,April-15-16,January-05-16,2325,0,313.1,316.9,0,0,0,0.0055,0,0,-0.9951,0,-0.0983,0,SPX160415P02325000
SPX,2016.52,*,SPX160415C02350000,call,April-15-16,January-05-16,2350,0.3,0,0.4,0,2,2,0.1179,0,0.126,0.0058,0.0001,-0.0096,0.1734,SPX160415C02350000
SPX,2016.52,*,SPX160415P02350000,put,April-15-16,January-05-16,2350,0,338,341.8,0,0,0,0.0055,0,0,-0.9951,0,-0.0983,0,SPX160415P02350000
SPX,2016.52,*,SPX160415C02400000,call,April-15-16,January-05-16,2400,0.27,0,0.35,0,2,2,0.1291,0,0.1384,0.0045,0.0001,-0.0085,0.1389,SPX160415C02400000
SPX,2016.52,*,SPX160415P02400000,put,April-15-16,January-05-16,2400,404,388,391.9,4,0,4,0.0055,0,0,-0.9951,0,-0.0983,0,SPX160415P02400000
SPX,2016.52,*,SPX160415C02500000,call,April-15-16,January-05-16,2500,0,0,0.3,0,0,0,0.1513,0,0.1631,0.0031,0.0001,-0.0073,0.1006,SPX160415C02500000
SPX,2016.52,*,SPX160415P02500000,put,April-15-16,January-05-16,2500,0,487.6,491.7,0,0,0,0.0055,0,0,-0.9951,0,-0.0983,0,SPX160415P02500000
SPX,2016.52,*,SPX160415C02600000,call,April-15-16,January-05-16,2600,0,0,0.25,0,0,0,0.1725,0,0.1854,0.0024,0,-0.0065,0.0789,SPX160415C02600000
SPX,2016.52,*,SPX160415P02600000,put,April-15-16,January-05-16,2600,0,587.5,591.5,0,0,0,0.0055,0,0,-0.9951,0,-0.0983,0,SPX160415P02600000
SPX,2016.52,*,SPX160415C02700000,call,April-15-16,January-05-16,2700,0,0,0.2,0,0,0,0.1915,0,0.2035,0.0018,0,-0.0057,0.0616,SPX160415C02700000
SPX,2016.52,*,SPX160415P02700000,put,April-15-16,January-05-16,2700,0,687.1,691,0,0,0,0.0055,0,0,-0.9951,0,-0.0983,0,SPX160415P02700000
SPX,2016.52,*,SPX160617C00300000,call,June-17-16,January-05-16,300,1704.2,1694.5,1699.5,0,29,29,1.6242,0,1.0577,0.9803,0,-0.0871,0.3886,SPX160617C00300000
SPX,2016.52,*,SPX160617P00300000,put,June-17-16,January-05-16,300,0.1,0.05,0.15,0,970,970,0.8922,0.8537,0.9308,-0.0003,0,-0.0035,0.0127,SPX160617P00300000
SPX,2016.52,*,SPX160617C00400000,call,June-17-16,January-05-16,400,1652.5,1595,1599.9,0,19,19,1.1808,0,0.9497,0.9838,0,0.0063,0.2773,SPX160617C00400000
SPX,2016.52,*,SPX160617P00400000,put,June-17-16,January-05-16,400,0.15,0.15,0.2,10,1638,1707,0.8002,0.7902,0.8102,-0.0005,0,-0.0062,0.0251,SPX160617P00400000
SPX,2016.52,*,SPX160617C00450000,call,June-17-16,January-05-16,450,1456.4,1545.2,1550.1,0,20,20,1.0005,0,0.9002,0.9861,0,0.0455,0.2,SPX160617C00450000
SPX,2016.52,*,SPX160617P00450000,put,June-17-16,January-05-16,450,0.2,0.05,0.4,0,723,723,0.737,0.6723,0.8016,-0.0005,0,-0.0058,0.0253,SPX160617P00450000
SPX,2016.52,*,SPX160617C00500000,call,June-17-16,January-05-16,500,1560,1495.5,1500.3,0,20,20,0.8478,0,0.8538,0.9881,0,0.0734,0.1295,SPX160617C00500000
SPX,2016.52,*,SPX160617P00500000,put,June-17-16,January-05-16,500,0.25,0.1,0.3,0,1134,1134,0.6929,0.6599,0.7259,-0.0006,0,-0.0064,0.0298,SPX160617P00500000
SPX,2016.52,*,SPX160617C00550000,call,June-17-16,January-05-16,550,1495.4,1445.7,1450.5,0,14,14,0.7227,0,0.8102,0.9895,0,0.0901,0.0771,SPX160617C00550000
SPX,2016.52,*,SPX160617P00550000,put,June-17-16,January-05-16,550,0.3,0.05,0.35,0,111,111,0.6354,0.5835,0.6872,-0.0006,0,-0.0054,0.0272,SPX160617P00550000
SPX,2016.52,*,SPX160617C00600000,call,June-17-16,January-05-16,600,1405.8,1396,1400.7,0,13,13,0.6252,0,0.7692,0.9903,0,0.0985,0.0455,SPX160617C00600000
SPX,2016.52,*,SPX160617P00600000,put,June-17-16,January-05-16,600,0.4,0.05,0.5,0,6084,6084,0.6053,0.5451,0.6655,-0.0007,0,-0.0065,0.0346,SPX160617P00600000
SPX,2016.52,*,SPX160617C00650000,call,June-17-16,January-05-16,650,1401.9,1346.2,1350.9,0,8,8,0.5553,0,0.7303,0.9906,0,0.102,0.0309,SPX160617C00650000
SPX,2016.52,*,SPX160617P00650000,put,June-17-16,January-05-16,650,0.15,0.2,0.4,0,2249,2249,0.5899,0.5707,0.6091,-0.0012,0,-0.0095,0.0518,SPX160617P00650000
SPX,2016.52,*,SPX160617C00700000,call,June-17-16,January-05-16,700,1306.4,1296.5,1301.2,0,22,22,0.513,0,0.6976,0.9907,0,0.1027,0.029,SPX160617C00700000
SPX,2016.52,*,SPX160617P00700000,put,June-17-16,January-05-16,700,0.55,0,0.5,0,106,106,0.5486,0,0.5834,-0.0012,0,-0.0089,0.0521,SPX160617P00700000
SPX,2016.52,*,SPX160617C00750000,call,June-17-16,January-05-16,750,1288.5,1246.8,1251.4,0,1832,1832,0.4983,0,0.662,0.9903,0,0.1007,0.0427,SPX160617C00750000
SPX,2016.52,*,SPX160617P00750000,put,June-17-16,January-05-16,750,0.8,0.05,0.7,0,14998,14998,0.5068,0.447,0.5667,-0.0011,0,-0.0078,0.0493,SPX160617P00750000
SPX,2016.52,*,SPX160617C00775000,call,June-17-16,January-05-16,775,1128.8,1221.9,1226.5,0,18,18,0.5048,0,0.6449,0.9898,0,0.0973,0.0639,SPX160617C00775000
SPX,2016.52,*,SPX160617P00775000,put,June-17-16,January-05-16,775,1.05,0.05,0.75,0,24,24,0.4928,0.4326,0.553,-0.0012,0,-0.0081,0.0526,SPX160617P00775000
SPX,2016.52,*,SPX160617C00800000,call,June-17-16,January-05-16,800,1102.8,1197.1,1201.7,0,14,14,0.5075,0,0.6313,0.9892,0,0.0935,0.0875,SPX160617C00800000
SPX,2016.52,*,SPX160617P00800000,put,June-17-16,January-05-16,800,0.75,0.3,0.8,0,1516,1516,0.5133,0.4872,0.5393,-0.0022,0,-0.0151,0.0949,SPX160617P00800000
SPX,2016.52,*,SPX160617C00825000,call,June-17-16,January-05-16,825,1078.9,1172.2,1176.8,0,16,16,0.5066,0,0.6147,0.9886,0,0.0897,0.1117,SPX160617C00825000
SPX,2016.52,*,SPX160617P00825000,put,June-17-16,January-05-16,825,1.25,0.15,0.85,0,49,49,0.4843,0.4427,0.5259,-0.0019,0,-0.0122,0.0811,SPX160617P00825000
SPX,2016.52,*,SPX160617C00850000,call,June-17-16,January-05-16,850,1054.2,1147.4,1151.9,0,16,16,0.5038,0,0.5985,0.9879,0,0.0858,0.1372,SPX160617C00850000
SPX,2016.52,*,SPX160617P00850000,put,June-17-16,January-05-16,850,1.1,0.2,0.9,0,182,182,0.476,0.4396,0.5125,-0.0022,0,-0.0138,0.0934,SPX160617P00850000
SPX,2016.52,*,SPX160617C00875000,call,June-17-16,January-05-16,875,1030.1,1122.6,1127.1,0,12,12,0.498,0,0.5853,0.9872,0,0.0824,0.1608,SPX160617C00875000
SPX,2016.52,*,SPX160617P00875000,put,June-17-16,January-05-16,875,1.8,0.25,1,0,28,28,0.4683,0.4343,0.5023,-0.0026,0,-0.0157,0.1077,SPX160617P00875000
SPX,2016.52,*,SPX160617C00900000,call,June-17-16,January-05-16,900,1171.2,1097.8,1102.3,0,24,24,0.4946,0,0.5721,0.9863,0,0.0776,0.1927,SPX160617C00900000
SPX,2016.52,*,SPX160617P00900000,put,June-17-16,January-05-16,900,1.95,0.35,1.05,0,259,259,0.4617,0.4343,0.4891,-0.0031,0,-0.0181,0.1256,SPX160617P00900000
SPX,2016.52,*,SPX160617C00925000,call,June-17-16,January-05-16,925,1083.3,1073.2,1077.4,0,26,26,0.4873,0,0.5566,0.9856,0,0.074,0.2191,SPX160617C00925000
SPX,2016.52,*,SPX160617P00925000,put,June-17-16,January-05-16,925,1.85,0.45,1.15,0,40,40,0.4549,0.431,0.4787,-0.0036,0,-0.0206,0.1453,SPX160617P00925000
SPX,2016.52,*,SPX160617C00950000,call,June-17-16,January-05-16,950,1058.5,1048.2,1052.4,0,21,21,0.4777,0,0.5391,0.9849,0,0.0713,0.2417,SPX160617C00950000
SPX,2016.52,*,SPX160617P00950000,put,June-17-16,January-05-16,950,0.8,0.5,1.25,0,68,68,0.4448,0.4216,0.4681,-0.004,0,-0.0222,0.1599,SPX160617P00950000
SPX,2016.52,*,SPX160617C00975000,call,June-17-16,January-05-16,975,1099.8,1023.4,1027.6,0,15,15,0.4684,0,0.5264,0.9841,0,0.0683,0.2666,SPX160617C00975000
SPX,2016.52,*,SPX160617P00975000,put,June-17-16,January-05-16,975,1.35,0.65,1.35,0,49,49,0.4385,0.4196,0.4573,-0.0047,0,-0.0252,0.1843,SPX160617P00975000
SPX,2016.52,*,SPX160617C01000000,call,June-17-16,January-05-16,1000,1036.9,998.6,1003,0,3647,3647,0.4525,0,0.5177,0.984,0,0.0688,0.2722,SPX160617C01000000
SPX,2016.52,*,SPX160617P01000000,put,June-17-16,January-05-16,1000,1.3,0.75,1.45,1,11859,11860,0.4295,0.4124,0.4465,-0.0053,0,-0.0274,0.2043,SPX160617P01000000
SPX,2016.52,*,SPX160617C01025000,call,June-17-16,January-05-16,1025,1064.8,974.1,978.2,0,14,14,0.4254,0.3459,0.5049,0.9849,0,0.0753,0.2407,SPX160617C01025000
SPX,2016.52,*,SPX160617P01025000,put,June-17-16,January-05-16,1025,1.2,0.9,1.6,0,1018,1018,0.4224,0.4073,0.4375,-0.0061,0,-0.0306,0.2314,SPX160617P01025000
SPX,2016.52,*,SPX160617C01050000,call,June-17-16,January-05-16,1050,1024.6,949.4,953.5,0,11,11,0.4307,0.3676,0.4939,0.9827,0,0.0648,0.3152,SPX160617C01050000
SPX,2016.52,*,SPX160617P01050000,put,June-17-16,January-05-16,1050,1.4,1.05,1.75,1,68,69,0.4146,0.4011,0.428,-0.0069,0,-0.0336,0.2587,SPX160617P01050000
SPX,2016.52,*,SPX160617C01075000,call,June-17-16,January-05-16,1075,1016.9,924.4,928.7,0,13,13,0.4181,0.3551,0.4811,0.9822,0,0.0639,0.3312,SPX160617C01075000
SPX,2016.52,*,SPX160617P01075000,put,June-17-16,January-05-16,1075,1.3,1.2,1.9,0,65,65,0.4062,0.394,0.4184,-0.0077,0,-0.0364,0.2864,SPX160617P01075000
SPX,2016.52,*,SPX160617C01100000,call,June-17-16,January-05-16,1100,993.5,900,904,0,348,348,0.4233,0.3767,0.47,0.9792,0.0001,0.0511,0.4236,SPX160617C01100000
SPX,2016.52,*,SPX160617P01100000,put,June-17-16,January-05-16,1100,1.8,1.55,2.1,6,4298,4303,0.4017,0.3934,0.41,-0.0091,0,-0.0418,0.3317,SPX160617P01100000
SPX,2016.52,*,SPX160617C01125000,call,June-17-16,January-05-16,1125,0,875.1,879.1,0,0,0,0.4117,0.3676,0.4558,0.9783,0.0001,0.0493,0.449,SPX160617C01125000
SPX,2016.52,*,SPX160617P01125000,put,June-17-16,January-05-16,1125,2,1.75,2.35,1,1030,1031,0.3944,0.3862,0.4025,-0.0103,0.0001,-0.0457,0.3694,SPX160617P01125000
SPX,2016.52,*,SPX160617C01150000,call,June-17-16,January-05-16,1150,926.1,850.7,854.7,0,2,2,0.4114,0.374,0.4488,0.9755,0.0001,0.0385,0.533,SPX160617C01150000
SPX,2016.52,*,SPX160617P01150000,put,June-17-16,January-05-16,1150,2.3,1.9,2.6,1,3638,3639,0.3857,0.377,0.3944,-0.0115,0.0001,-0.049,0.4041,SPX160617P01150000
SPX,2016.52,*,SPX160617C01175000,call,June-17-16,January-05-16,1175,917,826.1,830.1,0,3,3,0.4049,0.3712,0.4387,0.9734,0.0001,0.032,0.5919,SPX160617C01175000
SPX,2016.52,*,SPX160617P01175000,put,June-17-16,January-05-16,1175,2.6,2.3,2.9,1,1369,990,0.3804,0.3738,0.3869,-0.0132,0.0001,-0.0548,0.4584,SPX160617P01175000
SPX,2016.52,*,SPX160617C01200000,call,June-17-16,January-05-16,1200,860.7,801.3,805.5,0,1096,1096,0.3955,0.3625,0.4284,0.9718,0.0001,0.028,0.6376,SPX160617C01200000
SPX,2016.52,*,SPX160617P01200000,put,June-17-16,January-05-16,1200,2.85,2.5,3.2,3,5596,5128,0.372,0.365,0.379,-0.0147,0.0001,-0.0586,0.5009,SPX160617P01200000
SPX,2016.52,*,SPX160617C01225000,call,June-17-16,January-05-16,1225,870.7,777,780.9,0,1,1,0.3906,0.3633,0.4179,0.969,0.0001,0.0194,0.7154,SPX160617C01225000
SPX,2016.52,*,SPX160617P01225000,put,June-17-16,January-05-16,1225,3.1,2.85,3.6,3,724,727,0.3656,0.3589,0.3723,-0.0167,0.0001,-0.0643,0.5587,SPX160617P01225000
SPX,2016.52,*,SPX160617C01250000,call,June-17-16,January-05-16,1250,0,752.5,756.4,0,0,0,0.3835,0.3586,0.4084,0.9664,0.0001,0.0126,0.7839,SPX160617C01250000
SPX,2016.52,*,SPX160617P01250000,put,June-17-16,January-05-16,1250,3.6,3.2,4,2,3672,3674,0.3586,0.3521,0.365,-0.0187,0.0001,-0.0697,0.6168,SPX160617P01250000
SPX,2016.52,*,SPX160617C01275000,call,June-17-16,January-05-16,1275,0,728.1,732,0,0,0,0.3772,0.3549,0.3996,0.9633,0.0001,0.0045,0.8641,SPX160617C01275000
SPX,2016.52,*,SPX160617P01275000,put,June-17-16,January-05-16,1275,4,3.7,4.5,2,1407,1409,0.3528,0.347,0.3586,-0.0213,0.0001,-0.0768,0.6892,SPX160617P01275000
SPX,2016.52,*,SPX160617C01300000,call,June-17-16,January-05-16,1300,794.7,703.7,707.6,0,822,822,0.3699,0.3493,0.3904,0.9603,0.0001,-0.0026,0.9415,SPX160617C01300000
SPX,2016.52,*,SPX160617P01300000,put,June-17-16,January-05-16,1300,4.5,4.2,5,2,13284,13286,0.3464,0.3411,0.3517,-0.0241,0.0001,-0.0835,0.7624,SPX160617P01300000
SPX,2016.52,*,SPX160617C01325000,call,June-17-16,January-05-16,1325,763.6,679.4,683.2,0,4,4,0.3626,0.3441,0.381,0.9569,0.0002,-0.0101,1.0246,SPX160617C01325000
SPX,2016.52,*,SPX160617P01325000,put,June-17-16,January-05-16,1325,6.7,4.8,5.5,0,242,242,0.3399,0.3357,0.344,-0.0271,0.0001,-0.0904,0.8409,SPX160617P01325000
SPX,2016.52,*,SPX160617C01350000,call,June-17-16,January-05-16,1350,711.72,654.9,658.7,0,2000,2000,0.3533,0.3361,0.3706,0.954,0.0002,-0.0153,1.0965,SPX160617C01350000
SPX,2016.52,*,SPX160617P01350000,put,June-17-16,January-05-16,1350,7.4,5.4,6.2,0,2998,2998,0.3338,0.3295,0.3381,-0.0305,0.0002,-0.0983,0.9295,SPX160617P01350000
SPX,2016.52,*,SPX160617C01375000,call,June-17-16,January-05-16,1375,0,631,634.7,0,0,0,0.3485,0.3333,0.3638,0.949,0.0002,-0.0266,1.2125,SPX160617C01375000
SPX,2016.52,*,SPX160617P01375000,put,June-17-16,January-05-16,1375,5.7,6.1,6.9,0,255,255,0.3276,0.3236,0.3315,-0.0343,0.0002,-0.1064,1.0236,SPX160617P01375000
SPX,2016.52,*,SPX160617C01400000,call,June-17-16,January-05-16,1400,618.3,606.9,610.6,0,1,1,0.3416,0.3276,0.3557,0.9445,0.0002,-0.0355,1.317,SPX160617C01400000
SPX,2016.52,*,SPX160617P01400000,put,June-17-16,January-05-16,1400,9.05,6.9,7.7,0,16518,16518,0.3216,0.318,0.3252,-0.0386,0.0002,-0.1152,1.1275,SPX160617P01400000
SPX,2016.52,*,SPX160617C01425000,call,June-17-16,January-05-16,1425,0,582.9,586.6,0,0,0,0.3348,0.3219,0.3478,0.9394,0.0002,-0.0448,1.4294,SPX160617C01425000
SPX,2016.52,*,SPX160617P01425000,put,June-17-16,January-05-16,1425,10.5,7.8,8.6,0,562,562,0.3157,0.3125,0.3189,-0.0434,0.0002,-0.1246,1.2404,SPX160617P01425000
SPX,2016.52,*,SPX160617C01450000,call,June-17-16,January-05-16,1450,554.65,558.8,562.7,0,1,1,0.3278,0.3148,0.3409,0.934,0.0003,-0.0541,1.5466,SPX160617C01450000
SPX,2016.52,*,SPX160617P01450000,put,June-17-16,January-05-16,1450,9.35,8.8,9.6,20,8704,8704,0.3098,0.3069,0.3127,-0.0488,0.0002,-0.1344,1.3611,SPX160617P01450000
SPX,2016.52,*,SPX160617C01475000,call,June-17-16,January-05-16,1475,631.7,535,538.8,0,0,0,0.3207,0.309,0.3324,0.9281,0.0003,-0.0635,1.6704,SPX160617C01475000
SPX,2016.52,*,SPX160617P01475000,put,June-17-16,January-05-16,1475,10.45,9.8,10.8,40,2446,2475,0.3038,0.3005,0.3072,-0.0546,0.0003,-0.1445,1.49,SPX160617P01475000
SPX,2016.52,*,SPX160617C01500000,call,June-17-16,January-05-16,1500,510.3,511.6,515.1,0,2722,2722,0.3152,0.3058,0.3247,0.9207,0.0003,-0.0758,1.8182,SPX160617C01500000
SPX,2016.52,*,SPX160617P01500000,put,June-17-16,January-05-16,1500,14.4,11,12,0,21951,21951,0.2978,0.2947,0.3008,-0.0611,0.0003,-0.1549,1.627,SPX160617P01500000
SPX,2016.52,*,SPX160617C01525000,call,June-17-16,January-05-16,1525,443.4,487.8,491.6,0,1,1,0.3078,0.2982,0.3174,0.9138,0.0003,-0.0852,1.9539,SPX160617C01525000
SPX,2016.52,*,SPX160617P01525000,put,June-17-16,January-05-16,1525,16.8,12.4,13.4,0,1685,1685,0.2922,0.2893,0.295,-0.0685,0.0003,-0.1664,1.7781,SPX160617P01525000
SPX,2016.52,*,SPX160617C01550000,call,June-17-16,January-05-16,1550,448.9,464.5,468.2,0,2,2,0.3013,0.2926,0.31,0.9055,0.0004,-0.0964,2.108,SPX160617C01550000
SPX,2016.52,*,SPX160617P01550000,put,June-17-16,January-05-16,1550,17.7,13.9,14.9,0,18917,18917,0.2862,0.2837,0.2888,-0.0765,0.0004,-0.1778,1.9351,SPX160617P01550000
SPX,2016.52,*,SPX160617C01575000,call,June-17-16,January-05-16,1575,425.2,441.5,444.9,0,11,11,0.2951,0.2876,0.3025,0.8964,0.0004,-0.1083,2.273,SPX160617C01575000
SPX,2016.52,*,SPX160617P01575000,put,June-17-16,January-05-16,1575,16.92,15.5,16.6,95,2831,2900,0.2803,0.2777,0.2829,-0.0854,0.0004,-0.1896,2.1015,SPX160617P01575000
SPX,2016.52,*,SPX160617C01600000,call,June-17-16,January-05-16,1600,452,418.4,421.8,0,67,67,0.2883,0.2814,0.2953,0.8867,0.0005,-0.1194,2.4405,SPX160617C01600000
SPX,2016.52,*,SPX160617P01600000,put,June-17-16,January-05-16,1600,17.45,17.3,18.4,493,18541,18854,0.2742,0.2718,0.2766,-0.0951,0.0005,-0.2013,2.2758,SPX160617P01600000
SPX,2016.52,*,SPX160617C01625000,call,June-17-16,January-05-16,1625,432,395.4,398.7,0,5,5,0.2811,0.2748,0.2874,0.8763,0.0005,-0.1298,2.6109,SPX160617C01625000
SPX,2016.52,*,SPX160617P01625000,put,June-17-16,January-05-16,1625,17.2,19.3,20.4,0,3901,3901,0.2682,0.2659,0.2704,-0.1058,0.0005,-0.2134,2.4603,SPX160617P01625000
SPX,2016.52,*,SPX160617C01650000,call,June-17-16,January-05-16,1650,405,372.8,376,0,232,232,0.2746,0.2689,0.2804,0.8644,0.0006,-0.1417,2.7982,SPX160617C01650000
SPX,2016.52,*,SPX160617P01650000,put,June-17-16,January-05-16,1650,24.3,21.6,22.7,1,13618,13618,0.2625,0.2604,0.2645,-0.1179,0.0006,-0.2263,2.658,SPX160617P01650000
SPX,2016.52,*,SPX160617C01675000,call,June-17-16,January-05-16,1675,371.6,350.4,353.7,0,1,1,0.2684,0.2629,0.2739,0.8512,0.0006,-0.154,2.9956,SPX160617C01675000
SPX,2016.52,*,SPX160617P01675000,put,June-17-16,January-05-16,1675,30,24,25.2,0,2828,3097,0.2564,0.2543,0.2585,-0.131,0.0006,-0.2387,2.8604,SPX160617P01675000
SPX,2016.52,*,SPX160617C01700000,call,June-17-16,January-05-16,1700,362.15,328.5,331.4,0,350,350,0.2629,0.2584,0.2673,0.8362,0.0007,-0.1675,3.2061,SPX160617C01700000
SPX,2016.52,*,SPX160617P01700000,put,June-17-16,January-05-16,1700,27.78,26.8,28,11,30459,30459,0.2506,0.2487,0.2526,-0.1456,0.0007,-0.2516,3.0742,SPX160617P01700000
SPX,2016.52,*,SPX160617C01725000,call,June-17-16,January-05-16,1725,337.55,306.5,309.7,0,24,24,0.256,0.2514,0.2607,0.8207,0.0007,-0.1784,3.4098,SPX160617C01725000
SPX,2016.52,*,SPX160617P01725000,put,June-17-16,January-05-16,1725,30.93,29.8,31.1,158,1780,1786,0.2448,0.2428,0.2467,-0.1616,0.0007,-0.2643,3.2937,SPX160617P01725000
SPX,2016.52,*,SPX160617C01750000,call,June-17-16,January-05-16,1750,325,285,288,0,376,376,0.2493,0.2452,0.2534,0.8037,0.0008,-0.1892,3.6193,SPX160617C01750000
SPX,2016.52,*,SPX160617P01750000,put,June-17-16,January-05-16,1750,40.5,33.2,34.5,0,11625,11625,0.2388,0.237,0.2407,-0.1792,0.0008,-0.2767,3.5188,SPX160617P01750000
SPX,2016.52,*,SPX160617C01775000,call,June-17-16,January-05-16,1775,293.75,264.1,266.8,0,11,11,0.2433,0.2398,0.2468,0.7845,0.0009,-0.2009,3.8384,SPX160617C01775000
SPX,2016.52,*,SPX160617P01775000,put,June-17-16,January-05-16,1775,46.1,36.9,38.3,0,2822,2822,0.2329,0.231,0.2348,-0.1986,0.0009,-0.2887,3.7473,SPX160617P01775000
SPX,2016.52,*,SPX160617C01800000,call,June-17-16,January-05-16,1800,239.19,243.4,246,2,213,213,0.2372,0.2339,0.2404,0.7636,0.0009,-0.2118,4.0567,SPX160617C01800000
SPX,2016.52,*,SPX160617P01800000,put,June-17-16,January-05-16,1800,41.1,41,42.4,513,34444,33960,0.2268,0.2251,0.2286,-0.2197,0.001,-0.2999,3.9761,SPX160617P01800000
SPX,2016.52,*,SPX160617C01825000,call,June-17-16,January-05-16,1825,227.25,223.1,225.6,0,32,32,0.231,0.2281,0.2339,0.7409,0.001,-0.2219,4.2726,SPX160617C01825000
SPX,2016.52,*,SPX160617P01825000,put,June-17-16,January-05-16,1825,55.2,45.6,47.1,0,8996,8996,0.221,0.2192,0.2228,-0.2431,0.001,-0.3108,4.2055,SPX160617P01825000
SPX,2016.52,*,SPX160617C01850000,call,June-17-16,January-05-16,1850,202.5,203.3,205.7,7,1561,1568,0.2247,0.222,0.2275,0.7161,0.0011,-0.2308,4.4821,SPX160617C01850000
SPX,2016.52,*,SPX160617P01850000,put,June-17-16,January-05-16,1850,55.3,50.5,52.1,2,28335,28333,0.2147,0.2129,0.2165,-0.2683,0.0011,-0.3199,4.4265,SPX160617P01850000
SPX,2016.52,*,SPX160617C01870000,call,June-17-16,January-05-16,1870,175.15,187.8,190.2,0,431,431,0.2195,0.2168,0.2221,0.695,0.0012,-0.2366,4.6416,SPX160617C01870000
SPX,2016.52,*,SPX160617P01870000,put,June-17-16,January-05-16,1870,57.5,55,56.5,6,2415,2421,0.2099,0.2083,0.2116,-0.2903,0.0012,-0.3269,4.5984,SPX160617P01870000
SPX,2016.52,*,SPX160617C01875000,call,June-17-16,January-05-16,1875,224.93,184,186.4,0,439,439,0.2182,0.2156,0.2208,0.6894,0.0012,-0.238,4.6805,SPX160617C01875000
SPX,2016.52,*,SPX160617P01875000,put,June-17-16,January-05-16,1875,59.09,56.1,57.7,78,11805,11875,0.2086,0.2069,0.2104,-0.296,0.0012,-0.3284,4.6397,SPX160617P01875000
SPX,2016.52,*,SPX160617C01900000,call,June-17-16,January-05-16,1900,153.45,165.3,167.5,0,4678,4678,0.2116,0.2093,0.2139,0.6603,0.0013,-0.2436,4.8648,SPX160617C01900000
SPX,2016.52,*,SPX160617P01900000,put,June-17-16,January-05-16,1900,69.35,62.2,63.9,1260,30970,30443,0.2024,0.2006,0.2042,-0.3262,0.0013,-0.335,4.8369,SPX160617P01900000
SPX,2016.52,*,SPX160617C01925000,call,June-17-16,January-05-16,1925,185.26,147.1,149.3,0,5754,5754,0.205,0.2028,0.2071,0.6288,0.0013,-0.2475,5.0291,SPX160617C01925000
SPX,2016.52,*,SPX160617P01925000,put,June-17-16,January-05-16,1925,77.7,68.9,70.7,0,13648,13648,0.196,0.1942,0.1978,-0.3589,0.0014,-0.3396,5.0125,SPX160617P01925000
SPX,2016.52,*,SPX160617C01950000,call,June-17-16,January-05-16,1950,127.75,129.8,131.9,11,9871,9882,0.1983,0.1966,0.2,0.5947,0.0014,-0.2492,5.1664,SPX160617C01950000
SPX,2016.52,*,SPX160617P01950000,put,June-17-16,January-05-16,1950,77.7,76.3,78.1,1078,17449,17476,0.1895,0.1877,0.1912,-0.3944,0.0015,-0.3419,5.1588,SPX160617P01950000
SPX,2016.52,*,SPX160617C01975000,call,June-17-16,January-05-16,1975,114.06,113.1,115.1,3,3773,3776,0.1919,0.19,0.1938,0.5578,0.0015,-0.2491,5.2684,SPX160617C01975000
SPX,2016.52,*,SPX160617P01975000,put,June-17-16,January-05-16,1975,86.69,84.4,86.2,2455,9019,10405,0.1826,0.1809,0.1844,-0.4328,0.0016,-0.3413,5.267,SPX160617P01975000
