UnderlyingSymbol,UnderlyingPrice,Flags,OptionSymbol,Type,Expiration, DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest,IVMean,IVBid,IVAsk,Delta,Gamma,Theta,Vega,AKA
SPX,2016.52,*,SPX160219P01580000,put,February-19-16,January-05-16,1580,1.95,1.15,1.7,690,1112,617,0.3328,0.3231,0.3425,-0.0162,0.0002,-0.1086,0.2841,SPX160219P01580000
SPX,2016.52,*,SPX160219C01585000,call,February-19-16,January-05-16,1585,0,427.6,431.5,0,0,0,0.3706,0.3276,0.4136,0.9693,0.0002,-0.0733,0.4523,SPX160219C01585000
SPX,2016.52,*,SPX160219P01585000,put,February-19-16,January-05-16,1585,1.8,1.2,1.75,180,380,286,0.3307,0.3214,0.3401,-0.0168,0.0002,-0.1113,0.2931,SPX160219P01585000
SPX,2016.52,*,SPX160219C01590000,call,February-19-16,January-05-16,1590,0,422.7,426.4,0,0,0,0.3673,0.3272,0.4075,0.9687,0.0003,-0.075,0.4602,SPX160219C01590000
SPX,2016.52,*,SPX160219P01590000,put,February-19-16,January-05-16,1590,1.95,1.25,1.8,70,276,346,0.3286,0.3196,0.3377,-0.0174,0.0002,-0.1142,0.3024,SPX160219P01590000
SPX,2016.52,*,SPX160219C01595000,call,February-19-16,January-05-16,1595,0,417.7,421.6,0,0,0,0.3648,0.3234,0.4061,0.9679,0.0003,-0.0782,0.4709,SPX160219C01595000
SPX,2016.52,*,SPX160219P01595000,put,February-19-16,January-05-16,1595,1.95,1.3,1.85,60,362,325,0.3265,0.3176,0.3353,-0.018,0.0002,-0.1169,0.3116,SPX160219P01595000
SPX,2016.52,*,SPX160219C01600000,call,February-19-16,January-05-16,1600,468.2,412.8,416.5,0,15,15,0.3615,0.3229,0.4001,0.9673,0.0003,-0.0797,0.4787,SPX160219C01600000
SPX,2016.52,*,SPX160219P01600000,put,February-19-16,January-05-16,1600,2.1,1.35,1.75,749,12918,13109,0.3221,0.3157,0.3285,-0.0181,0.0002,-0.1156,0.3123,SPX160219P01600000
SPX,2016.52,*,SPX160219C01605000,call,February-19-16,January-05-16,1605,451,408.1,411.6,0,9,9,0.3625,0.3279,0.3971,0.9652,0.0003,-0.0917,0.5061,SPX160219C01605000
SPX,2016.52,*,SPX160219P01605000,put,February-19-16,January-05-16,1605,1.7,1.4,2,390,690,301,0.3227,0.3136,0.3317,-0.0195,0.0002,-0.1236,0.3332,SPX160219P01605000
SPX,2016.52,*,SPX160219C01610000,call,February-19-16,January-05-16,1610,0,402.9,406.6,0,0,0,0.3555,0.3183,0.3926,0.9659,0.0003,-0.0842,0.4976,SPX160219C01610000
SPX,2016.52,*,SPX160219P01610000,put,February-19-16,January-05-16,1610,3.2,1.45,2.05,0,588,588,0.3203,0.3115,0.329,-0.0202,0.0002,-0.1262,0.3426,SPX160219P01610000
SPX,2016.52,*,SPX160219C01615000,call,February-19-16,January-05-16,1615,0,398.2,401.7,0,0,0,0.3563,0.3229,0.3896,0.9638,0.0003,-0.0958,0.5248,SPX160219C01615000
SPX,2016.52,*,SPX160219P01615000,put,February-19-16,January-05-16,1615,3.47,1.5,2.05,0,505,505,0.3173,0.3095,0.3251,-0.0206,0.0002,-0.1275,0.3494,SPX160219P01615000
SPX,2016.52,*,SPX160219C01620000,call,February-19-16,January-05-16,1620,0,393.3,396.8,0,0,0,0.3541,0.3216,0.3866,0.9627,0.0003,-0.1003,0.539,SPX160219C01620000
SPX,2016.52,*,SPX160219P01620000,put,February-19-16,January-05-16,1620,3.4,1.55,2.1,0,841,841,0.3148,0.3072,0.3225,-0.0213,0.0002,-0.13,0.3588,SPX160219P01620000
SPX,2016.52,*,SPX160219C01625000,call,February-19-16,January-05-16,1625,426.3,388.1,391.8,0,1,1,0.3473,0.3125,0.3821,0.9633,0.0003,-0.0931,0.5314,SPX160219C01625000
SPX,2016.52,*,SPX160219P01625000,put,February-19-16,January-05-16,1625,2.05,1.65,2.15,471,4925,5371,0.3131,0.3064,0.3199,-0.0222,0.0002,-0.1341,0.3721,SPX160219P01625000
SPX,2016.52,*,SPX160219C01630000,call,February-19-16,January-05-16,1630,0,383.2,386.9,0,0,0,0.3451,0.3112,0.379,0.9621,0.0003,-0.0977,0.546,SPX160219C01630000
SPX,2016.52,*,SPX160219P01630000,put,February-19-16,January-05-16,1630,2.05,1.65,2.25,150,384,534,0.3105,0.3026,0.3183,-0.0229,0.0002,-0.1361,0.381,SPX160219P01630000
SPX,2016.52,*,SPX160219C01635000,call,February-19-16,January-05-16,1635,0,378.5,382,0,0,0,0.3453,0.3148,0.3759,0.96,0.0003,-0.1084,0.5726,SPX160219C01635000
SPX,2016.52,*,SPX160219P01635000,put,February-19-16,January-05-16,1635,2.05,2.05,2.35,91,732,822,0.3131,0.3096,0.3167,-0.0254,0.0003,-0.1499,0.4159,SPX160219P01635000
SPX,2016.52,*,SPX160219C01640000,call,February-19-16,January-05-16,1640,0,373.6,377.2,0,0,0,0.3441,0.314,0.3742,0.9584,0.0003,-0.1155,0.5926,SPX160219C01640000
SPX,2016.52,*,SPX160219P01640000,put,February-19-16,January-05-16,1640,2.1,1.8,2.45,140,1088,1208,0.3071,0.2992,0.3151,-0.0249,0.0003,-0.1449,0.4098,SPX160219P01640000
SPX,2016.52,*,SPX160219C01645000,call,February-19-16,January-05-16,1645,0,368.4,372.3,0,0,0,0.3378,0.3045,0.371,0.9588,0.0004,-0.1093,0.5875,SPX160219C01645000
SPX,2016.52,*,SPX160219P01645000,put,February-19-16,January-05-16,1645,2.05,1.9,2.5,60,2296,2356,0.3051,0.298,0.3121,-0.0259,0.0003,-0.1485,0.4228,SPX160219P01645000
SPX,2016.52,*,SPX160219C01650000,call,February-19-16,January-05-16,1650,399.85,363.5,367.2,0,59,59,0.3345,0.3039,0.3651,0.958,0.0004,-0.1113,0.598,SPX160219C01650000
SPX,2016.52,*,SPX160219P01650000,put,February-19-16,January-05-16,1650,2.4,2,2.6,77,2783,2810,0.3035,0.2966,0.3103,-0.0271,0.0003,-0.1534,0.4387,SPX160219P01650000
SPX,2016.52,*,SPX160219C01655000,call,February-19-16,January-05-16,1655,0,358.6,362.3,0,0,0,0.332,0.3021,0.362,0.9568,0.0004,-0.1152,0.6127,SPX160219C01655000
SPX,2016.52,*,SPX160219P01655000,put,February-19-16,January-05-16,1655,3.16,2.05,2.7,1,609,609,0.3012,0.294,0.3084,-0.028,0.0003,-0.1568,0.4517,SPX160219P01655000
SPX,2016.52,*,SPX160219C01660000,call,February-19-16,January-05-16,1660,0,353.7,357.4,0,0,0,0.3295,0.3002,0.3587,0.9556,0.0004,-0.1191,0.6274,SPX160219C01660000
SPX,2016.52,*,SPX160219P01660000,put,February-19-16,January-05-16,1660,2.7,2.1,2.75,6,1413,1412,0.2984,0.2913,0.3054,-0.0288,0.0003,-0.1588,0.4618,SPX160219P01660000
SPX,2016.52,*,SPX160219C01665000,call,February-19-16,January-05-16,1665,0,348.8,352.5,0,0,0,0.3269,0.2983,0.3555,0.9543,0.0004,-0.1228,0.6422,SPX160219C01665000
SPX,2016.52,*,SPX160219P01665000,put,February-19-16,January-05-16,1665,3.5,2.2,2.85,0,458,458,0.2965,0.2897,0.3033,-0.03,0.0003,-0.1634,0.4779,SPX160219P01665000
SPX,2016.52,*,SPX160219C01670000,call,February-19-16,January-05-16,1670,0,343.9,347.6,0,0,0,0.3242,0.2963,0.3522,0.9531,0.0004,-0.1265,0.6572,SPX160219C01670000
SPX,2016.52,*,SPX160219P01670000,put,February-19-16,January-05-16,1670,2.95,2.3,2.95,10,665,665,0.2947,0.2881,0.3013,-0.0312,0.0003,-0.1679,0.4942,SPX160219P01670000
SPX,2016.52,*,SPX160219C01675000,call,February-19-16,January-05-16,1675,375.62,339,342.7,0,32,32,0.3215,0.2942,0.3489,0.9518,0.0004,-0.1301,0.6722,SPX160219C01675000
SPX,2016.52,*,SPX160219P01675000,put,February-19-16,January-05-16,1675,3.2,2.4,3.1,11,2961,2667,0.2932,0.2864,0.2999,-0.0327,0.0004,-0.1735,0.513,SPX160219P01675000
SPX,2016.52,*,SPX160219C01680000,call,February-19-16,January-05-16,1680,0,334.6,337.6,0,0,0,0.322,0.3008,0.3432,0.949,0.0004,-0.1429,0.7054,SPX160219C01680000
SPX,2016.52,*,SPX160219P01680000,put,February-19-16,January-05-16,1680,2.8,2.55,3.2,2,430,431,0.2916,0.2855,0.2977,-0.0342,0.0004,-0.179,0.532,SPX160219P01680000
SPX,2016.52,*,SPX160219C01685000,call,February-19-16,January-05-16,1685,363.4,329.9,332.7,0,1,1,0.3207,0.3016,0.3399,0.9469,0.0005,-0.1509,0.7296,SPX160219C01685000
SPX,2016.52,*,SPX160219P01685000,put,February-19-16,January-05-16,1685,5.1,2.65,3.3,0,13,13,0.2894,0.2835,0.2954,-0.0354,0.0004,-0.1832,0.5484,SPX160219P01685000
SPX,2016.52,*,SPX160219C01690000,call,February-19-16,January-05-16,1690,0,325.1,327.8,0,0,0,0.3185,0.3006,0.3365,0.9452,0.0005,-0.1563,0.7492,SPX160219C01690000
SPX,2016.52,*,SPX160219P01690000,put,February-19-16,January-05-16,1690,3.25,2.75,3.4,6,209,215,0.2872,0.2814,0.2929,-0.0367,0.0004,-0.1873,0.5647,SPX160219P01690000
SPX,2016.52,*,SPX160219C01695000,call,February-19-16,January-05-16,1695,0,320.2,322.9,0,0,0,0.3155,0.2979,0.3332,0.9439,0.0005,-0.1593,0.7644,SPX160219C01695000
SPX,2016.52,*,SPX160219P01695000,put,February-19-16,January-05-16,1695,3.35,2.85,3.5,9,111,117,0.2849,0.2793,0.2905,-0.0381,0.0004,-0.1913,0.5813,SPX160219P01695000
SPX,2016.52,*,SPX160219C01700000,call,February-19-16,January-05-16,1700,311.6,315.1,318.4,2,103,104,0.3132,0.2922,0.3342,0.9421,0.0005,-0.1645,0.7841,SPX160219C01700000
SPX,2016.52,*,SPX160219P01700000,put,February-19-16,January-05-16,1700,3.5,3,3.7,1018,18847,19178,0.2837,0.278,0.2895,-0.04,0.0004,-0.1985,0.6052,SPX160219P01700000
SPX,2016.52,*,SPX160219C01705000,call,February-19-16,January-05-16,1705,321,310.5,313.2,0,5,5,0.3107,0.2939,0.3275,0.9405,0.0005,-0.169,0.8029,SPX160219C01705000
SPX,2016.52,*,SPX160219P01705000,put,February-19-16,January-05-16,1705,3.3,3.1,3.8,31,55,86,0.2813,0.2757,0.287,-0.0414,0.0004,-0.2023,0.622,SPX160219P01705000
SPX,2016.52,*,SPX160219C01710000,call,February-19-16,January-05-16,1710,318.38,305.6,308.3,0,391,391,0.3075,0.291,0.324,0.939,0.0005,-0.1718,0.8185,SPX160219C01710000
SPX,2016.52,*,SPX160219P01710000,put,February-19-16,January-05-16,1710,4,3.2,3.9,63,524,568,0.2788,0.2733,0.2843,-0.0427,0.0005,-0.2059,0.6386,SPX160219P01710000
SPX,2016.52,*,SPX160219C01715000,call,February-19-16,January-05-16,1715,351.45,300.8,303.6,0,1,1,0.3061,0.2895,0.3226,0.9366,0.0006,-0.1799,0.8451,SPX160219C01715000
SPX,2016.52,*,SPX160219P01715000,put,February-19-16,January-05-16,1715,5.5,3.4,4.1,4,145,149,0.2778,0.2725,0.283,-0.045,0.0005,-0.2138,0.6655,SPX160219P01715000
SPX,2016.52,*,SPX160219C01720000,call,February-19-16,January-05-16,1720,347.67,295.9,299,0,47,47,0.3044,0.2866,0.3222,0.9342,0.0006,-0.1874,0.8707,SPX160219C01720000
SPX,2016.52,*,SPX160219P01720000,put,February-19-16,January-05-16,1720,4.14,3.5,4.2,3,1706,1709,0.2751,0.27,0.2802,-0.0464,0.0005,-0.2173,0.6824,SPX160219P01720000
SPX,2016.52,*,SPX160219C01725000,call,February-19-16,January-05-16,1725,287.05,290.9,294,2,127,127,0.2999,0.2823,0.3175,0.9334,0.0006,-0.1861,0.8796,SPX160219C01725000
SPX,2016.52,*,SPX160219P01725000,put,February-19-16,January-05-16,1725,4.25,3.7,4.3,927,11481,11973,0.2732,0.2689,0.2775,-0.0483,0.0005,-0.2229,0.7049,SPX160219P01725000
SPX,2016.52,*,SPX160219C01730000,call,February-19-16,January-05-16,1730,292.6,286.3,289.1,0,49,49,0.2985,0.2831,0.3139,0.9307,0.0006,-0.1946,0.908,SPX160219C01730000
SPX,2016.52,*,SPX160219P01730000,put,February-19-16,January-05-16,1730,4.05,3.9,4.6,35,530,535,0.2724,0.2676,0.2772,-0.051,0.0005,-0.2321,0.7357,SPX160219P01730000
SPX,2016.52,*,SPX160219C01735000,call,February-19-16,January-05-16,1735,0,281.5,284.3,0,0,0,0.2962,0.2812,0.3112,0.9285,0.0006,-0.2004,0.9315,SPX160219C01735000
SPX,2016.52,*,SPX160219P01735000,put,February-19-16,January-05-16,1735,4.7,4.1,4.8,53,118,171,0.2709,0.2663,0.2754,-0.0533,0.0006,-0.2392,0.7623,SPX160219P01735000
SPX,2016.52,*,SPX160219C01740000,call,February-19-16,January-05-16,1740,281.55,276.7,279.5,0,1,1,0.2943,0.2792,0.3094,0.9259,0.0007,-0.2075,0.9582,SPX160219C01740000
SPX,2016.52,*,SPX160219P01740000,put,February-19-16,January-05-16,1740,4.9,4.3,5,34,1522,1538,0.2692,0.2648,0.2736,-0.0557,0.0006,-0.2461,0.7887,SPX160219P01740000
SPX,2016.52,*,SPX160219C01745000,call,February-19-16,January-05-16,1745,0,271.9,274.7,0,0,0,0.2918,0.2771,0.3066,0.9236,0.0007,-0.2128,0.9816,SPX160219C01745000
SPX,2016.52,*,SPX160219P01745000,put,February-19-16,January-05-16,1745,5.57,4.5,5.2,2,178,180,0.2674,0.2631,0.2717,-0.058,0.0006,-0.2528,0.8151,SPX160219P01745000
SPX,2016.52,*,SPX160219C01750000,call,February-19-16,January-05-16,1750,265.8,267.1,270,2,350,351,0.2897,0.2749,0.3045,0.921,0.0007,-0.2195,1.0082,SPX160219C01750000
SPX,2016.52,*,SPX160219P01750000,put,February-19-16,January-05-16,1750,5.45,4.7,5.4,116,18301,18562,0.2655,0.2614,0.2697,-0.0604,0.0006,-0.2593,0.8416,SPX160219P01750000
SPX,2016.52,*,SPX160219C01755000,call,February-19-16,January-05-16,1755,318.9,262.3,265.3,0,31,31,0.2875,0.2727,0.3024,0.9183,0.0007,-0.2259,1.0348,SPX160219C01755000
SPX,2016.52,*,SPX160219P01755000,put,February-19-16,January-05-16,1755,9.05,4.9,5.6,0,105,105,0.2636,0.2596,0.2676,-0.0629,0.0007,-0.2656,0.8682,SPX160219P01755000
SPX,2016.52,*,SPX160219C01760000,call,February-19-16,January-05-16,1760,295,257.5,260.5,0,2,2,0.2848,0.2703,0.2993,0.9159,0.0008,-0.2307,1.0586,SPX160219C01760000
SPX,2016.52,*,SPX160219P01760000,put,February-19-16,January-05-16,1760,5.5,5.1,5.8,8,259,264,0.2615,0.2576,0.2654,-0.0654,0.0007,-0.2717,0.8947,SPX160219P01760000
SPX,2016.52,*,SPX160219C01765000,call,February-19-16,January-05-16,1765,0,252.8,255.7,0,0,0,0.2826,0.2689,0.2962,0.9131,0.0008,-0.2371,1.086,SPX160219C01765000
SPX,2016.52,*,SPX160219P01765000,put,February-19-16,January-05-16,1765,7.3,5.3,6.1,9,295,302,0.2598,0.2555,0.2642,-0.0683,0.0007,-0.2793,0.9251,SPX160219P01765000
SPX,2016.52,*,SPX160219C01770000,call,February-19-16,January-05-16,1770,297.55,247.8,250.8,0,1,1,0.2783,0.2645,0.2922,0.9116,0.0008,-0.2367,1.1006,SPX160219C01770000
SPX,2016.52,*,SPX160219P01770000,put,February-19-16,January-05-16,1770,6.1,5.5,6.3,27,395,409,0.2576,0.2534,0.2618,-0.0708,0.0007,-0.285,0.9518,SPX160219P01770000
SPX,2016.52,*,SPX160219C01775000,call,February-19-16,January-05-16,1775,299.4,243.3,246.2,0,302,302,0.2777,0.2648,0.2907,0.9074,0.0008,-0.2489,1.1406,SPX160219C01775000
SPX,2016.52,*,SPX160219P01775000,put,February-19-16,January-05-16,1775,6.3,5.8,6.6,912,19456,20253,0.2562,0.2522,0.2603,-0.0742,0.0008,-0.2939,0.9862,SPX160219P01775000
SPX,2016.52,*,SPX160219C01780000,call,February-19-16,January-05-16,1780,0,238.6,241.5,0,0,0,0.2761,0.2639,0.2882,0.9038,0.0009,-0.2576,1.174,SPX160219C01780000
SPX,2016.52,*,SPX160219P01780000,put,February-19-16,January-05-16,1780,7.05,6,6.9,970,1027,1728,0.2543,0.2498,0.2587,-0.0772,0.0008,-0.3007,1.0166,SPX160219P01780000
SPX,2016.52,*,SPX160219C01785000,call,February-19-16,January-05-16,1785,0,233.9,236.6,0,0,0,0.273,0.2619,0.2841,0.9011,0.0009,-0.2615,1.1986,SPX160219C01785000
SPX,2016.52,*,SPX160219P01785000,put,February-19-16,January-05-16,1785,6.85,6.3,7.2,72,118,129,0.2527,0.2484,0.257,-0.0807,0.0008,-0.309,1.0507,SPX160219P01785000
SPX,2016.52,*,SPX160219C01790000,call,February-19-16,January-05-16,1790,301.33,229.2,232,0,1,1,0.2711,0.2599,0.2823,0.8975,0.0009,-0.2693,1.2313,SPX160219C01790000
SPX,2016.52,*,SPX160219P01790000,put,February-19-16,January-05-16,1790,7.79,6.6,7.4,39,518,539,0.2505,0.2468,0.2542,-0.0838,0.0009,-0.3155,1.0813,SPX160219P01790000
SPX,2016.52,*,SPX160219C01795000,call,February-19-16,January-05-16,1795,0,224.5,227.3,0,0,0,0.2686,0.2577,0.2796,0.8941,0.001,-0.2755,1.2615,SPX160219C01795000
SPX,2016.52,*,SPX160219P01795000,put,February-19-16,January-05-16,1795,8.55,6.9,7.7,2,272,274,0.2487,0.2451,0.2523,-0.0873,0.0009,-0.3232,1.1154,SPX160219P01795000
SPX,2016.52,*,SPX160219C01800000,call,February-19-16,January-05-16,1800,217.9,219.8,222.6,2,317,319,0.2661,0.2554,0.2768,0.8907,0.001,-0.2814,1.2919,SPX160219C01800000
SPX,2016.52,*,SPX160219P01800000,put,February-19-16,January-05-16,1800,7.6,7.1,8,5791,36567,40624,0.2463,0.2423,0.2502,-0.0906,0.0009,-0.3291,1.1459,SPX160219P01800000
SPX,2016.52,*,SPX160219C01805000,call,February-19-16,January-05-16,1805,0,215.1,217.8,0,0,0,0.2632,0.253,0.2733,0.8875,0.001,-0.2858,1.3198,SPX160219C01805000
SPX,2016.52,*,SPX160219P01805000,put,February-19-16,January-05-16,1805,8.15,7.5,8.4,15,890,892,0.2451,0.2413,0.2489,-0.095,0.001,-0.3393,1.1866,SPX160219P01805000
SPX,2016.52,*,SPX160219C01810000,call,February-19-16,January-05-16,1810,285.1,210.5,213.3,0,2,2,0.2616,0.2514,0.2718,0.883,0.0011,-0.2953,1.358,SPX160219C01810000
SPX,2016.52,*,SPX160219P01810000,put,February-19-16,January-05-16,1810,8.2,7.8,8.7,105,789,851,0.2429,0.2392,0.2466,-0.0987,0.001,-0.3461,1.2205,SPX160219P01810000
SPX,2016.52,*,SPX160219C01815000,call,February-19-16,January-05-16,1815,0,205.8,208.6,0,0,0,0.2588,0.2488,0.2689,0.8793,0.0011,-0.3004,1.3887,SPX160219C01815000
SPX,2016.52,*,SPX160219P01815000,put,February-19-16,January-05-16,1815,9.3,8.2,9.1,35,232,260,0.2414,0.2378,0.245,-0.1031,0.0011,-0.3555,1.2606,SPX160219P01815000
SPX,2016.52,*,SPX160219C01820000,call,February-19-16,January-05-16,1820,258.55,201.2,204,0,33,33,0.2567,0.2469,0.2665,0.875,0.0011,-0.3079,1.4244,SPX160219C01820000
SPX,2016.52,*,SPX160219P01820000,put,February-19-16,January-05-16,1820,8.9,8.5,9.5,145,798,885,0.2394,0.2355,0.2432,-0.1073,0.0011,-0.3631,1.2974,SPX160219P01820000
SPX,2016.52,*,SPX160219C01825000,call,February-19-16,January-05-16,1825,180.2,196.6,199.3,0,21,21,0.2541,0.2449,0.2634,0.8709,0.0012,-0.3139,1.4579,SPX160219C01825000
SPX,2016.52,*,SPX160219P01825000,put,February-19-16,January-05-16,1825,9.8,8.9,9.9,3813,10353,12057,0.2377,0.234,0.2414,-0.112,0.0011,-0.3719,1.3375,SPX160219P01825000
SPX,2016.52,*,SPX160219C01830000,call,February-19-16,January-05-16,1830,0,192,194.7,0,0,0,0.2518,0.2428,0.2608,0.8664,0.0012,-0.3207,1.4936,SPX160219C01830000
SPX,2016.52,*,SPX160219P01830000,put,February-19-16,January-05-16,1830,10.9,9.3,10.3,67,519,551,0.2358,0.2322,0.2394,-0.1166,0.0012,-0.38,1.3769,SPX160219P01830000
SPX,2016.52,*,SPX160219C01835000,call,February-19-16,January-05-16,1835,0,187.5,190,0,0,0,0.2494,0.2412,0.2575,0.8618,0.0012,-0.3273,1.5294,SPX160219C01835000
SPX,2016.52,*,SPX160219P01835000,put,February-19-16,January-05-16,1835,10.8,9.7,10.7,20,250,268,0.2338,0.2302,0.2373,-0.1214,0.0012,-0.388,1.4165,SPX160219P01835000
SPX,2016.52,*,SPX160219C01840000,call,February-19-16,January-05-16,1840,174.5,182.9,185.6,8,1,5,0.2475,0.2389,0.2561,0.8565,0.0013,-0.3358,1.5693,SPX160219C01840000
SPX,2016.52,*,SPX160219P01840000,put,February-19-16,January-05-16,1840,11.85,10.1,11.1,139,2842,2871,0.2316,0.2282,0.2351,-0.1263,0.0013,-0.3953,1.4556,SPX160219P01840000
SPX,2016.52,*,SPX160219C01845000,call,February-19-16,January-05-16,1845,0,178.4,180.9,0,0,0,0.2448,0.2371,0.2526,0.8517,0.0013,-0.3416,1.6051,SPX160219C01845000
SPX,2016.52,*,SPX160219P01845000,put,February-19-16,January-05-16,1845,11.75,10.6,11.6,81,3390,3418,0.23,0.2267,0.2334,-0.1318,0.0013,-0.4048,1.4998,SPX160219P01845000
SPX,2016.52,*,SPX160219C01850000,call,February-19-16,January-05-16,1850,174.3,173.7,176.5,5,304,307,0.2424,0.2339,0.2509,0.8466,0.0014,-0.348,1.6427,SPX160219C01850000
SPX,2016.52,*,SPX160219P01850000,put,February-19-16,January-05-16,1850,11.95,11.1,12.1,2311,24843,24245,0.2283,0.225,0.2315,-0.1375,0.0014,-0.4138,1.5435,SPX160219P01850000
SPX,2016.52,*,SPX160219C01855000,call,February-19-16,January-05-16,1855,222.95,169.4,172,0,1,1,0.2407,0.233,0.2484,0.8405,0.0014,-0.3575,1.6863,SPX160219C01855000
SPX,2016.52,*,SPX160219P01855000,put,February-19-16,January-05-16,1855,12.35,11.6,12,86,155,256,0.2245,0.2232,0.2258,-0.1413,0.0014,-0.4151,1.573,SPX160219P01855000
SPX,2016.52,*,SPX160219C01860000,call,February-19-16,January-05-16,1860,181.13,165,167.4,0,11,11,0.2384,0.2314,0.2453,0.8349,0.0015,-0.3643,1.7257,SPX160219C01860000
SPX,2016.52,*,SPX160219P01860000,put,February-19-16,January-05-16,1860,12.85,12.1,13.2,1742,2692,2612,0.2246,0.2213,0.228,-0.1493,0.0015,-0.4314,1.6323,SPX160219P01860000
SPX,2016.52,*,SPX160219C01865000,call,February-19-16,January-05-16,1865,161.55,160.6,163.1,0,1,1,0.2367,0.2297,0.2438,0.8284,0.0015,-0.3737,1.7702,SPX160219C01865000
SPX,2016.52,*,SPX160219P01865000,put,February-19-16,January-05-16,1865,13.85,12.6,13.7,38,132,155,0.2225,0.2192,0.2258,-0.1553,0.0015,-0.4388,1.6751,SPX160219P01865000
SPX,2016.52,*,SPX160219C01870000,call,February-19-16,January-05-16,1870,144.1,156.1,158.6,0,9,9,0.2341,0.2272,0.241,0.8225,0.0016,-0.3794,1.8091,SPX160219C01870000
SPX,2016.52,*,SPX160219P01870000,put,February-19-16,January-05-16,1870,14.2,13.2,14.3,195,698,877,0.2208,0.2176,0.224,-0.1619,0.0016,-0.448,1.7218,SPX160219P01870000
SPX,2016.52,*,SPX160219C01875000,call,February-19-16,January-05-16,1875,151.6,151.7,154.3,5,3,8,0.2322,0.2251,0.2392,0.8157,0.0016,-0.3877,1.8528,SPX160219C01875000
SPX,2016.52,*,SPX160219P01875000,put,February-19-16,January-05-16,1875,14.96,14,14.9,1584,24203,25046,0.2195,0.2169,0.222,-0.1693,0.0016,-0.4587,1.7718,SPX160219P01875000
SPX,2016.52,*,SPX160219C01880000,call,February-19-16,January-05-16,1880,139.85,147.4,149.8,9,0,9,0.2298,0.2235,0.2362,0.8091,0.0017,-0.3945,1.8945,SPX160219C01880000
SPX,2016.52,*,SPX160219P01880000,put,February-19-16,January-05-16,1880,15.72,14.5,15.6,47,1185,1206,0.2174,0.2144,0.2204,-0.1761,0.0017,-0.4666,1.8172,SPX160219P01880000
SPX,2016.52,*,SPX160219C01885000,call,February-19-16,January-05-16,1885,0,143.1,145.6,0,0,0,0.2281,0.2217,0.2346,0.8016,0.0017,-0.4035,1.9402,SPX160219C01885000
SPX,2016.52,*,SPX160219P01885000,put,February-19-16,January-05-16,1885,16.38,15.1,16.3,49,243,272,0.2155,0.2123,0.2187,-0.1834,0.0018,-0.4749,1.8639,SPX160219P01885000
SPX,2016.52,*,SPX160219C01890000,call,February-19-16,January-05-16,1890,0,138.8,141.2,0,0,0,0.2262,0.2197,0.2327,0.7941,0.0018,-0.4116,1.9848,SPX160219C01890000
SPX,2016.52,*,SPX160219P01890000,put,February-19-16,January-05-16,1890,17.05,15.8,17,145,6370,6496,0.2137,0.2105,0.2168,-0.1911,0.0018,-0.4835,1.9117,SPX160219P01890000
SPX,2016.52,*,SPX160219C01895000,call,February-19-16,January-05-16,1895,0,134.3,136.9,0,0,0,0.2239,0.2176,0.2302,0.7867,0.0018,-0.418,2.0273,SPX160219C01895000
SPX,2016.52,*,SPX160219P01895000,put,February-19-16,January-05-16,1895,17.3,16.6,17.7,39,1211,1238,0.2119,0.2091,0.2148,-0.1991,0.0019,-0.4924,1.9603,SPX160219P01895000
SPX,2016.52,*,SPX160219C01900000,call,February-19-16,January-05-16,1900,121.8,130.1,132.6,7,406,406,0.2215,0.2156,0.2275,0.7789,0.0019,-0.4243,2.0702,SPX160219C01900000
SPX,2016.52,*,SPX160219P01900000,put,February-19-16,January-05-16,1900,19,17.3,18.5,3807,25377,28991,0.2101,0.2071,0.213,-0.2074,0.0019,-0.5006,2.0083,SPX160219P01900000
SPX,2016.52,*,SPX160219C01905000,call,February-19-16,January-05-16,1905,0,126.3,128.5,0,0,0,0.2205,0.2154,0.2256,0.7697,0.0019,-0.4352,2.1194,SPX160219C01905000
SPX,2016.52,*,SPX160219P01905000,put,February-19-16,January-05-16,1905,18.9,18.1,19.3,19,697,712,0.2083,0.2054,0.2112,-0.216,0.002,-0.5088,2.0565,SPX160219P01905000
SPX,2016.52,*,SPX160219C01910000,call,February-19-16,January-05-16,1910,114.47,122.1,124.2,0,7,7,0.2179,0.2131,0.2227,0.7616,0.002,-0.4402,2.1609,SPX160219C01910000
SPX,2016.52,*,SPX160219P01910000,put,February-19-16,January-05-16,1910,19.3,19,19.5,210,1091,1309,0.2051,0.2039,0.2063,-0.2236,0.0021,-0.5119,2.0977,SPX160219P01910000
SPX,2016.52,*,SPX160219C01915000,call,February-19-16,January-05-16,1915,120.65,118,120.1,0,1,1,0.2159,0.2111,0.2206,0.7527,0.0021,-0.447,2.205,SPX160219C01915000
SPX,2016.52,*,SPX160219P01915000,put,February-19-16,January-05-16,1915,20.2,19.8,21.1,332,117,440,0.2048,0.2018,0.2079,-0.2344,0.0021,-0.5255,2.1538,SPX160219P01915000
SPX,2016.52,*,SPX160219C01920000,call,February-19-16,January-05-16,1920,109.3,114,116,1,1,2,0.2139,0.2095,0.2183,0.7434,0.0021,-0.4538,2.249,SPX160219C01920000
